Name,Year,Draft Team,Pick,Team,Position,Height,Wingspan,Weight,Draft Age,Birthdate,Nation,G,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,BLK,STL,TO,PF,PTS,TS%,eFG%,3PAr,FTAr,USG%,AST/USG,AST/TO,PER,OWS/40,DWS/40,WS/40,OBPM,DBPM,BPM
Desmond Bane,2020,MEM,30,TCU,SG,77.0,,215,21.98,"Jun 25, 1998",USA,32.0,36.0,6.2,13.6,0.452,2.9,6.5,0.442,1.4,1.8,0.789,6.3,3.9,0.5,1.5,2.3,2.2,16.6,0.573,0.557,0.477,0.131,24.4,1.07,1.68,22.6,0.118,0.066,0.184,7.1,2.6,9.8
Tyrell Terry,2020,DAL,31,Stanford,PG,75.0,73.75,170,19.72,"Sep 28, 2000",USA,31.0,32.6,5.2,11.9,0.441,2.2,5.4,0.408,3.5,3.9,0.891,5.0,3.5,0.1,1.5,2.9,2.3,16.2,0.589,0.535,0.456,0.33,24.5,0.83,1.21,19.3,0.091,0.091,0.178,3.4,2.7,6.1
Vernon Carey Jr.,2020,CHA,32,Duke,C,82.0,84.0,265,19.31,"Feb 25, 2001",USA,31.0,24.9,9.3,16.1,0.577,0.4,1.0,0.381,6.8,10.2,0.67,12.7,1.4,2.3,1.0,2.9,4.0,25.7,0.615,0.588,0.061,0.632,31.0,0.26,0.48,34.1,0.187,0.104,0.29,7.9,3.4,11.3
Daniel Oturu,2020,LAC,33,Minnesota,C,82.0,,240,20.75,"Sep 20, 1999",USA,31.0,33.9,8.2,14.5,0.563,0.7,1.8,0.365,4.4,6.2,0.707,12.0,1.2,2.6,0.6,3.0,2.8,21.4,0.612,0.585,0.123,0.428,28.8,0.27,0.39,30.7,0.141,0.084,0.225,7.7,3.4,11.1
Theo Maledon,2020,PHI,34,ASVEL (France),PG,77.0,80.75,187,19.02,"Jun 12, 2001",France,46.0,17.3,5.0,11.8,0.421,1.8,5.3,0.333,3.4,4.4,0.776,4.0,5.6,0.3,0.9,3.4,5.5,15.1,0.545,0.496,0.448,0.375,22.99,1.19,1.67,12.48,,,,,,
Xavier Tillman,2020,MEM,35,Michigan State,C,80.5,86.0,267,21.43,"Jan 12, 1999",USA,31.0,32.1,6.0,10.9,0.55,0.5,1.8,0.26,3.0,4.5,0.667,11.6,3.4,2.4,1.3,2.2,2.9,15.4,0.593,0.572,0.167,0.41,21.0,0.86,1.52,26.5,0.125,0.109,0.233,6.3,6.2,12.6
Tyler Bey,2020,DAL,36,Colorado,SF,79.0,85.25,213,22.35,"Feb 10, 1998",USA,31.0,29.0,5.6,10.6,0.53,0.5,1.2,0.419,5.5,7.3,0.743,11.2,1.8,1.4,1.9,3.0,2.4,17.2,0.611,0.555,0.117,0.693,24.4,0.47,0.61,26.7,0.116,0.111,0.227,5.2,5.0,10.1
Vít Krejčí,2020,OKC,37,Zaragoza (Spain),PG,80.0,,195,20.0,"Jun 19, 2000",Czech Rep.,37.0,9.2,4.9,8.8,0.554,1.3,3.7,0.343,1.4,2.5,0.542,4.9,2.7,0.4,1.1,2.2,6.1,12.4,0.62,0.627,0.422,0.289,15.61,0.77,1.19,11.56,,,,,,
Saben Lee,2020,DET,38,Vanderbilt,PG,74.0,,183,20.99,"Jun 23, 1999",USA,32.0,32.9,6.8,14.2,0.483,1.3,4.1,0.322,5.3,7.0,0.752,3.9,4.6,0.3,1.7,3.4,2.0,20.3,0.58,0.53,0.292,0.498,29.4,1.09,1.35,24.3,0.129,0.027,0.152,4.9,0.4,5.3
Elijah Hughes,2020,UTA,39,Syracuse,SG/SF,78.5,79.5,229,22.28,"Mar 10, 1998",USA,32.0,36.7,6.1,14.2,0.427,2.4,7.0,0.342,4.1,5.1,0.813,4.8,3.3,0.8,1.1,2.2,1.8,18.7,0.561,0.511,0.491,0.358,26.6,0.76,1.49,22.1,0.119,0.044,0.163,6.1,1.2,7.3
Robert Woodard II,2020,SAC,40,Mississippi State,SF,79.0,86.0,230,20.74,"Sep 22, 1999",USA,31.0,33.1,4.8,9.7,0.495,1.1,2.5,0.429,1.8,2.7,0.641,7.1,1.4,1.1,1.2,2.0,2.0,12.4,0.564,0.549,0.255,0.284,18.2,0.42,0.69,18.1,0.078,0.051,0.129,4.1,1.9,6.0
Tre Jones,2020,SA,41,Duke,PG,74.5,76.0,185,20.44,"Jan 8, 2000",USA,29.0,35.4,5.7,13.4,0.423,1.4,3.8,0.361,3.8,4.9,0.771,4.3,6.5,0.4,1.8,2.7,1.8,16.5,0.524,0.474,0.282,0.366,24.0,1.31,2.37,21.2,0.117,0.078,0.191,5.1,3.1,8.2
Nick Richards,2020,CHA,42,Kentucky,C,83.5,86.25,242,22.55,"Nov 29, 1997",Jamaica,31.0,29.6,6.4,9.9,0.642,0.0,0.0,0.0,4.3,5.7,0.752,9.4,0.3,2.6,0.1,1.9,3.8,17.0,0.674,0.642,0.0,0.571,20.7,0.08,0.14,25.8,0.148,0.07,0.222,4.6,2.4,7.0
Jahmi'us Ramsey,2020,SAC,43,Texas Tech,SG,75.75,78.0,193,19.03,"Jun 9, 2001",USA,27.0,31.2,6.3,14.3,0.442,2.6,6.0,0.426,2.1,3.3,0.641,4.6,2.6,0.8,1.5,2.3,2.5,17.4,0.546,0.531,0.421,0.233,26.2,0.61,1.11,19.1,0.076,0.081,0.157,4.3,2.4,6.7
Marko Simonović,2020,CHI,44,KK Mega Basket (Serbia),PF/C,83.0,,220,20.68,"Oct 15, 1999",Montenegro,24.0,29.6,7.1,14.0,0.509,1.0,3.1,0.311,5.2,6.4,0.803,9.8,1.5,1.5,1.3,2.7,4.7,20.4,0.597,0.543,0.22,0.458,24.18,0.35,0.54,20.96,,,,,,
Jordan Nwora,2020,MIL,45,Louisville,SF,79.0,82.25,223,21.78,"Sep 9, 1998",USA,31.0,33.1,6.6,15.1,0.44,2.7,6.6,0.402,3.6,4.5,0.812,8.4,1.4,0.3,0.8,2.3,2.4,19.6,0.568,0.528,0.44,0.298,27.8,0.3,0.62,22.6,0.125,0.078,0.203,6.3,1.9,8.2
CJ Elleby,2020,POR,46,Washington State,SG,78.25,79.25,199,20.01,"Jun 16, 2000",USA,32.0,33.4,6.6,16.8,0.396,2.5,7.3,0.339,4.1,5.0,0.823,8.5,2.0,0.9,1.9,2.3,3.2,19.9,0.519,0.47,0.438,0.295,29.2,0.46,0.87,22.5,0.086,0.082,0.169,4.7,2.8,7.6
Yam Madar,2020,BOS,47,Hapoel Tel Aviv (Israel),PG,75.0,,180,19.49,"Dec 21, 2000",Israel,32.0,24.4,5.3,12.0,0.444,1.1,4.0,0.267,3.2,3.9,0.812,3.6,5.0,0.3,1.5,3.0,3.1,14.9,0.538,0.488,0.332,0.328,20.52,1.12,1.64,12.67,,,,,,
Nico Mannion,2020,GS,48,Arizona,PG,75.0,74.5,179,19.26,"Mar 17, 2001",USA,32.0,32.3,5.0,12.8,0.392,1.8,5.7,0.327,3.7,4.6,0.797,2.8,5.9,0.0,1.3,2.9,1.9,15.6,0.52,0.465,0.441,0.362,24.5,1.29,2.06,17.2,0.085,0.066,0.151,3.6,1.8,5.4
Isaiah Joe,2020,PHI,49,Arkansas,SG,76.5,79.5,170,20.96,"Jul 2, 1999",USA,26.0,36.1,5.1,13.8,0.367,3.6,10.5,0.342,3.1,3.5,0.89,4.1,1.7,0.3,1.4,1.7,1.8,16.8,0.544,0.497,0.764,0.253,24.2,0.41,1.0,17.5,0.077,0.06,0.136,4.0,1.2,5.3
Skylar Mays,2020,ATL,50,LSU,SG,76.0,78.0,204,22.62,"Nov 5, 1997",USA,31.0,34.4,5.7,11.6,0.491,1.7,4.3,0.394,4.4,5.1,0.854,5.3,3.4,0.2,1.9,2.4,1.8,17.4,0.622,0.564,0.369,0.439,22.0,0.77,1.43,23.7,0.146,0.045,0.191,5.8,2.5,8.3
Justinian Jessup,2020,GS,51,Boise State,SG,79.0,,202,22.07,"May 23, 1998",USA,32.0,36.0,5.4,12.6,0.426,3.1,7.7,0.397,2.2,2.3,0.959,4.4,2.1,0.5,1.4,1.3,2.2,16.0,0.584,0.547,0.611,0.181,21.1,0.57,1.68,20.1,0.118,0.063,0.181,5.4,1.8,7.2
Kenyon Martin Jr.,2020,SAC,52,IMG Academy,SF,79.0,79.25,213,19.45,"Jan 6, 2001",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassius Winston,2020,WAS,53,Michigan State,PG,73.5,78.0,196,22.3,"Feb 28, 1998",USA,30.0,32.7,6.8,15.2,0.448,2.7,6.2,0.432,4.2,5.0,0.852,2.8,6.5,0.0,1.3,3.5,2.2,20.5,0.585,0.536,0.409,0.327,29.1,1.25,1.83,23.0,0.143,0.061,0.204,7.0,1.9,8.9
Cassius Stanley,2020,IND,54,Duke,SG,78.25,79.0,202,20.84,"Aug 18, 1999",USA,29.0,27.4,5.8,12.2,0.474,1.4,3.9,0.36,3.5,4.7,0.733,6.4,1.4,0.9,0.9,2.4,2.8,16.5,0.569,0.531,0.319,0.389,21.9,0.3,0.56,18.5,0.095,0.07,0.166,3.6,1.9,5.4
Jay Scrubb,2020,LAC,55,John A. Logan (JUCO),SG,78.25,81.5,185,19.8,"Sep 1, 2000",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant Riller,2020,CHA,56,Charleston,PG/SG,73.0,77.25,178,23.36,"Feb 8, 1997",USA,31.0,33.5,7.9,15.8,0.499,1.6,4.5,0.362,6.1,7.4,0.827,5.5,4.2,0.3,1.7,3.4,2.4,23.5,0.609,0.551,0.286,0.47,33.6,0.9,1.26,30.6,0.173,0.054,0.223,6.0,1.1,7.1
Reggie Perry,2020,BKN,57,Mississippi State,PF,81.25,84.25,250,20.25,"Mar 21, 2000",USA,31.0,31.1,6.8,13.7,0.5,0.9,2.7,0.324,5.6,7.3,0.768,11.7,2.7,1.3,1.0,3.4,3.6,20.1,0.587,0.531,0.194,0.53,28.6,0.57,0.8,28.5,0.154,0.066,0.216,6.7,1.8,8.5
Paul Reed,2020,PHI,58,DePaul,PF,81.25,86.0,219,21.01,"Jun 14, 1999",USA,29.0,31.7,7.1,13.8,0.516,0.6,2.0,0.308,2.3,3.1,0.738,12.2,1.8,2.9,2.1,2.6,3.4,17.2,0.561,0.538,0.147,0.227,24.0,0.48,0.71,27.5,0.096,0.1,0.196,4.9,4.2,9.2
Jalen Harris,2020,TOR,59,Nevada,PG,76.25,79.0,193,21.85,"Aug 14, 1998",USA,30.0,33.0,8.1,18.2,0.446,2.4,6.7,0.362,4.9,6.0,0.823,7.0,4.3,0.1,1.2,2.6,2.5,23.6,0.56,0.513,0.369,0.327,32.7,0.81,1.64,26.4,0.149,0.052,0.202,6.7,0.9,7.6
Sam Merrill,2020,MIL,60,Utah State,SG,77.0,,205,24.09,"May 16, 1996",USA,32.0,35.0,6.3,13.6,0.461,2.9,7.0,0.41,4.8,5.4,0.893,4.2,4.0,0.1,0.9,1.6,2.3,20.2,0.625,0.566,0.513,0.397,24.9,0.93,2.5,25.0,0.186,0.071,0.254,7.6,2.4,9.9
Cade Cunningham,2021,DET,1,Oklahoma State,PG,79.0,,220,19.73,"Sep 25, 2001",USA,27.0,35.4,6.6,15.1,0.438,2.3,5.8,0.4,5.0,5.9,0.846,6.3,3.5,0.8,1.6,4.1,2.5,20.5,0.574,0.515,0.388,0.39,29.1,0.7,0.86,21.6,0.096,0.071,0.167,5.1,3.2,8.3
Jalen Green,2021,HOU,2,G League,SG,78.0,,178,19.36,"Feb 9, 2002",USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Mobley,2021,CLE,3,USC,C,84.0,,215,20.0,"Jun 18, 2001",USA,33.0,33.9,6.3,11.0,0.578,0.4,1.3,0.3,4.3,6.2,0.694,9.2,2.5,3.1,0.8,2.4,1.9,17.4,0.624,0.595,0.117,0.566,22.8,0.62,1.07,29.1,0.154,0.093,0.246,7.9,5.8,13.7
Scottie Barnes,2021,TOR,4,Florida State,PF,80.0,86.75,225,19.88,"Aug 1, 2001",USA,24.0,24.8,5.9,11.8,0.503,0.7,2.4,0.275,2.5,4.0,0.621,5.8,5.9,0.7,2.1,3.6,3.1,15.0,0.548,0.531,0.205,0.338,23.7,1.33,1.66,21.4,0.101,0.067,0.161,4.3,3.6,7.9
Jalen Suggs,2021,ORL,5,Gonzaga,PG/SG,76.0,,205,19.99,"Jun 23, 2001",USA,30.0,28.9,6.4,12.8,0.503,1.5,4.3,0.337,3.6,4.7,0.754,6.6,5.6,0.4,2.4,3.6,3.2,17.9,0.595,0.56,0.338,0.37,24.8,0.96,1.55,22.6,0.115,0.097,0.212,4.8,4.6,9.4
Josh Giddey,2021,OKC,6,Adelaide (Australia),PG,80.0,79.5,205,18.69,"Oct 10, 2002",Australia,28.0,32.1,4.5,10.7,0.425,1.2,4.0,0.293,1.9,2.7,0.691,8.3,8.3,0.5,1.2,3.7,1.7,12.1,0.506,0.479,0.372,0.256,19.55,1.86,2.25,14.78,,,,,,
Jonathan Kuminga,2021,GS,7,G League,SF,80.0,,210,18.7,"Oct 6, 2002",DR Congo,13.0,32.7,6.1,15.8,0.387,1.4,5.5,0.246,2.5,4.1,0.625,7.9,3.0,0.9,1.1,2.9,2.3,17.4,0.493,0.43,0.349,0.258,24.2,0.51,1.03,11.5,,,,,,
Franz Wagner,2021,ORL,8,Michigan,SF,80.0,,205,19.81,"Aug 27, 2001",Germany,28.0,31.7,5.0,10.6,0.477,1.4,4.1,0.343,2.7,3.2,0.835,7.4,3.4,1.2,1.4,1.5,2.5,14.2,0.587,0.544,0.392,0.304,19.7,0.88,2.33,22.1,0.122,0.09,0.212,5.8,6.1,11.9
Davion Mitchell,2021,SAC,9,Baylor,PG,73.25,76.25,202,22.79,"Sep 5, 1998",USA,30.0,33.0,5.7,11.2,0.511,2.3,5.1,0.447,1.5,2.3,0.641,2.9,6.0,0.4,2.1,2.7,2.6,15.3,0.619,0.613,0.456,0.207,20.3,1.36,2.26,21.8,0.141,0.077,0.214,6.4,3.7,10.1
Ziaire Williams,2021,MEM,10,Stanford,SF,81.75,82.25,188,19.77,"Sep 12, 2001",USA,20.0,27.9,4.9,13.1,0.374,1.5,5.1,0.291,2.5,3.2,0.796,5.9,2.8,0.7,1.1,3.7,3.1,13.8,0.473,0.431,0.389,0.241,26.5,0.62,0.76,11.2,-0.014,0.065,0.043,-1.2,1.5,0.3
James Bouknight,2021,CHA,11,UConn,SG,76.75,80.25,190,20.75,"Sep 18, 2000",USA,15.0,31.7,7.4,16.6,0.447,1.7,5.7,0.293,4.8,6.1,0.778,6.4,2.0,0.3,1.3,3.2,2.1,21.3,0.546,0.498,0.342,0.37,31.6,0.41,0.64,23.3,0.109,0.067,0.177,6.1,2.5,8.6
Joshua Primo,2021,SA,12,Alabama,SG,77.0,81.25,189,18.48,"Dec 24, 2002",Canada,30.0,22.5,4.5,10.4,0.431,2.3,6.0,0.381,1.8,2.4,0.75,5.4,1.3,0.5,0.9,2.2,2.7,13.0,0.565,0.541,0.579,0.226,17.6,0.37,0.61,13.2,0.059,0.065,0.125,1.6,2.1,3.7
Chris Duarte,2021,IND,13,Oregon,SG,78.0,,190,24.01,"Jun 14, 1997",Dominican Republic,26.0,34.1,6.5,12.2,0.532,2.5,5.9,0.424,2.6,3.2,0.81,4.9,2.8,0.9,2.0,2.4,1.5,18.1,0.657,0.633,0.478,0.262,23.9,0.67,1.17,26.6,0.149,0.063,0.212,8.0,3.5,11.5
Moses Moody,2021,GS,14,Arkansas,SG,78.0,84.75,211,19.05,"May 31, 2002",USA,32.0,33.8,5.5,12.8,0.427,1.9,5.4,0.358,5.0,6.2,0.812,6.1,1.7,0.7,1.1,1.7,2.5,17.9,0.568,0.503,0.42,0.482,22.3,0.37,0.98,20.4,0.126,0.067,0.192,5.2,2.3,7.4
Corey Kispert,2021,WAS,15,Gonzaga,SF,79.25,79.0,224,22.3,"Mar 3, 1999",USA,32.0,31.8,7.4,14.0,0.529,3.2,7.3,0.44,3.0,3.5,0.878,5.6,2.0,0.5,1.0,1.5,1.9,21.0,0.674,0.644,0.524,0.248,22.7,0.4,1.38,25.4,0.181,0.071,0.251,9.1,2.0,11.1
Alperen Şengün,2021,HOU,16,Beşiktaş (Turkey),C,82.0,,240,18.9,"Jul 25, 2002",Turkey,37.0,28.2,8.7,13.7,0.632,0.2,1.2,0.2,6.7,8.4,0.794,11.2,3.5,2.0,1.7,3.1,4.0,24.3,0.685,0.641,0.088,0.612,26.7,0.68,1.11,30.92,,,,,,
Trey Murphy III,2021,NO,17,Virginia,SF/SG,81.25,84.0,206,21.0,"Jun 18, 2000",USA,25.0,29.6,4.7,9.3,0.503,2.5,5.8,0.433,1.9,2.0,0.927,4.1,1.5,0.5,1.0,0.9,2.4,13.7,0.67,0.639,0.628,0.215,18.4,0.45,1.58,20.9,0.135,0.049,0.189,5.9,2.4,8.4
Tre Mann,2021,OKC,18,Florida,PG,76.25,76.0,178,20.37,"Feb 3, 2001",USA,24.0,32.4,6.2,13.4,0.459,2.1,5.2,0.402,3.4,4.1,0.831,6.3,3.8,0.1,1.5,3.2,2.6,17.8,0.579,0.536,0.386,0.307,25.8,0.85,1.22,21.1,0.113,0.062,0.17,5.0,2.0,7.0
Kai Jones,2021,CHA,19,Texas,PF/C,83.5,85.75,221,20.42,"Jan 18, 2001",Bahamas,26.0,22.8,5.0,8.7,0.58,0.8,2.1,0.382,3.1,4.5,0.689,7.6,1.0,1.5,1.3,2.2,4.2,13.9,0.646,0.626,0.238,0.517,18.0,0.3,0.44,20.7,0.108,0.074,0.182,4.0,3.5,7.5
Jalen Johnson,2021,ATL,20,Duke,SF/PF,81.25,84.25,210,19.5,"Dec 18, 2001",USA,13.0,21.4,7.4,14.1,0.523,1.0,2.3,0.444,3.1,4.9,0.632,10.2,3.8,2.1,1.9,4.3,3.8,18.9,0.575,0.56,0.165,0.349,28.6,0.72,0.88,25.8,0.086,0.072,0.158,4.3,4.2,8.5
Keon Johnson,2021,LAC,21,Tennessee,SG,76.75,79.25,185,19.28,"Mar 10, 2002",USA,27.0,25.5,5.8,12.9,0.449,0.7,2.5,0.271,3.7,5.3,0.703,5.0,3.5,0.6,1.6,3.7,3.3,16.0,0.519,0.476,0.194,0.409,26.8,0.77,0.94,16.3,0.041,0.081,0.122,1.0,3.1,4.1
Isaiah Jackson,2021,IND,22,Kentucky,PF/C,82.5,86.5,206,19.44,"Jan 10, 2002",USA,25.0,20.8,5.1,9.5,0.54,0.0,0.1,0.0,4.4,6.2,0.7,11.4,1.2,4.5,1.3,2.6,5.2,14.6,0.587,0.54,0.015,0.657,20.5,0.36,0.47,25.3,0.092,0.092,0.185,2.3,6.0,8.3
Usman Garuba,2021,HOU,23,Real Madrid (Spain),PF,80.0,,229,19.28,"Mar 9, 2002",Spain,86.0,17.2,3.7,7.9,0.471,1.0,3.2,0.316,1.3,2.0,0.659,9.7,1.7,1.1,1.4,2.1,4.0,9.8,0.552,0.535,0.407,0.251,14.74,0.52,0.82,13.32,,,,,,
Josh Christopher,2021,HOU,24,Arizona State,SG,76.5,81.25,215,19.53,"Dec 8, 2001",USA,15.0,29.7,6.1,14.2,0.432,1.5,4.8,0.305,3.6,4.4,0.8,5.7,1.7,0.6,1.8,2.1,3.9,17.3,0.529,0.483,0.335,0.312,25.5,0.38,0.81,17.8,0.054,0.045,0.099,2.4,1.8,4.2
Quentin Grimes,2021,NY,25,Houston,SG,77.25,80.0,205,21.12,"May 8, 2000",USA,30.0,32.8,6.3,15.6,0.406,3.7,9.1,0.403,3.3,4.1,0.788,6.3,2.2,0.3,1.5,2.0,2.4,19.6,0.558,0.523,0.582,0.265,26.9,0.45,1.07,23.5,0.15,0.098,0.248,7.9,2.9,10.8
Nah'Shon Hyland,2021,DEN,26,VCU,SG,75.5,81.25,169,20.76,"Sep 14, 2000",USA,24.0,31.9,7.1,16.0,0.447,3.2,8.7,0.371,4.4,5.1,0.862,5.3,2.3,0.2,2.1,3.5,2.5,21.9,0.596,0.549,0.547,0.321,31.8,0.5,0.68,23.7,0.104,0.094,0.198,5.5,2.7,8.2
Cameron Thomas,2021,BKN,27,LSU,SG,76.0,,210,19.68,"Oct 13, 2001",USA,29.0,34.0,7.4,18.3,0.406,2.5,7.6,0.325,7.1,8.0,0.882,3.6,1.5,0.2,0.9,1.8,1.5,24.4,0.553,0.474,0.418,0.44,31.6,0.26,0.86,24.1,0.162,0.02,0.183,7.1,-0.8,6.3
Jaden Springer,2021,PHI,28,Tennessee,PG/SG,76.25,79.75,202,18.73,"Sep 25, 2002",USA,25.0,25.9,5.9,12.6,0.467,1.1,2.6,0.435,4.5,5.6,0.81,4.9,4.1,0.6,1.7,3.3,2.8,17.4,0.57,0.511,0.203,0.441,26.0,0.93,1.22,20.9,0.099,0.08,0.179,3.6,3.3,6.9
Day'Ron Sharpe,2021,BKN,29,North Carolina,C,83.0,,265,19.62,"Nov 6, 2001",USA,29.0,19.2,7.3,14.0,0.519,0.0,0.1,0.0,3.3,6.5,0.505,14.2,2.7,1.7,1.5,3.7,3.8,17.8,0.521,0.519,0.009,0.468,26.3,0.59,0.74,25.5,0.079,0.086,0.165,4.3,3.2,7.5
Santi Aldama,2021,MEM,30,Loyola (MD),PF/C,83.0,,224,20.44,"Jan 10, 2001",Spain,17.0,35.0,8.2,15.9,0.513,1.9,5.3,0.368,3.6,5.2,0.686,10.4,2.4,1.8,1.0,3.3,1.9,21.8,0.594,0.574,0.331,0.327,30.5,0.51,0.71,28.6,0.128,0.081,0.208,6.2,1.5,7.7
Isaiah Todd,2021,WAS,31,G League,PF,82.0,85.25,219,19.67,"Oct 17, 2001",USA,15.0,24.3,7.2,16.5,0.437,1.7,4.6,0.362,1.4,1.7,0.824,7.2,1.2,1.1,0.7,2.3,3.7,18.2,0.528,0.488,0.281,0.102,23.21,0.22,0.52,12.27,,,,,,
Jeremiah Robinson-Earl,2021,OKC,32,Villanova,PF,81.0,81.75,242,20.62,"Nov 3, 2000",USA,25.0,34.5,6.5,13.0,0.497,1.0,3.4,0.28,2.5,3.5,0.714,8.9,2.3,0.7,1.0,1.7,2.4,16.4,0.558,0.534,0.263,0.269,24.3,0.56,1.38,23.4,0.125,0.06,0.19,5.5,2.1,7.6
Jason Preston,2021,LAC,33,Ohio,PG,76.0,80.5,181,21.86,"Aug 10, 1999",USA,20.0,34.6,6.6,12.9,0.514,1.7,4.3,0.39,1.5,2.4,0.596,7.6,7.6,0.3,1.5,3.1,1.4,16.4,0.583,0.579,0.332,0.19,23.4,1.65,2.42,24.1,0.127,0.058,0.185,5.4,1.8,7.2
Rokas Jokubaitis,2021,NY,34,Žalgiris (Lithuania),PG,76.0,,194,20.58,"Nov 19, 2000",Lithuania,74.0,20.4,5.2,11.1,0.466,1.2,3.3,0.35,1.7,2.4,0.716,3.0,5.9,0.0,1.1,2.4,2.8,13.3,0.542,0.518,0.3,0.219,20.21,1.25,2.43,13.36,,,,,,
Herbert Jones,2021,NO,35,Alabama,SF,79.25,84.25,206,22.7,"Oct 6, 1998",USA,33.0,27.3,5.2,11.6,0.446,0.8,2.3,0.351,3.7,5.2,0.713,8.7,4.3,1.5,2.3,3.7,3.8,14.8,0.528,0.481,0.197,0.446,22.7,0.96,1.16,20.6,0.076,0.098,0.173,3.4,5.3,8.7
Miles McBride,2021,NY,36,West Virginia,PG,74.5,80.75,195,20.78,"Sep 8, 2000",USA,29.0,34.2,5.7,13.2,0.431,1.7,4.0,0.414,3.6,4.5,0.813,4.1,5.1,0.3,2.0,1.9,1.8,16.7,0.544,0.495,0.305,0.338,22.9,1.24,2.64,22.8,0.137,0.048,0.19,6.5,3.0,9.5
JT Thor,2021,CHA,37,Auburn,PF,81.25,87.25,203,18.81,"Aug 26, 2002",USA,27.0,23.0,4.9,11.1,0.44,1.3,4.3,0.297,3.6,4.9,0.741,7.9,1.3,2.1,1.3,2.4,3.2,14.6,0.547,0.497,0.387,0.445,20.4,0.35,0.55,18.3,0.077,0.051,0.129,2.4,2.2,4.7
Ayo Dosunmu,2021,CHI,38,Illinois,PG/SG,77.0,82.25,194,21.42,"Jan 17, 2000",USA,28.0,35.1,7.7,15.7,0.488,1.2,3.0,0.39,4.1,5.2,0.783,6.5,5.4,0.2,1.1,3.4,2.1,20.6,0.566,0.526,0.191,0.333,29.5,0.99,1.58,24.0,0.134,0.073,0.207,6.4,3.1,9.5
Neemias Queta,2021,SAC,39,Utah State,C,84.5,88.0,248,21.93,"Jul 13, 1999",Portugal,29.0,30.0,6.9,12.4,0.559,0.0,0.1,0.0,4.1,5.8,0.707,12.2,3.2,4.0,1.3,2.9,2.9,17.9,0.592,0.559,0.007,0.468,24.3,0.77,1.12,30.5,0.129,0.133,0.266,5.2,6.9,12.2
Jared Butler,2021,UTA,40,Baylor,PG,75.75,76.0,193,20.82,"Aug 25, 2000",USA,30.0,30.3,7.0,14.9,0.471,3.0,7.3,0.416,2.8,3.6,0.78,3.9,5.7,0.4,2.3,3.4,2.9,19.9,0.599,0.573,0.492,0.242,27.0,1.03,1.69,25.0,0.154,0.084,0.237,7.6,4.1,11.7
Joe Wieskamp,2021,SA,41,Iowa,SF,79.25,83.0,205,21.82,"Aug 23, 1999",USA,31.0,29.3,6.4,13.0,0.491,2.9,6.3,0.462,2.6,3.8,0.677,8.2,2.1,0.4,1.2,1.7,1.9,18.3,0.616,0.602,0.482,0.293,22.4,0.46,1.23,22.7,0.128,0.053,0.181,7.4,1.9,9.3
Isaiah Livers,2021,DET,42,Michigan,SF,79.25,81.25,232,22.89,"Jul 28, 1998",USA,23.0,31.6,5.1,11.0,0.457,2.5,5.7,0.431,2.3,2.7,0.87,6.8,2.3,0.8,0.6,1.3,1.8,14.9,0.605,0.57,0.52,0.242,19.8,0.59,1.77,20.5,0.127,0.072,0.198,6.7,3.6,10.4
Greg Brown,2021,POR,43,Texas,PF,80.5,84.25,206,19.8,"Sep 1, 2001",USA,26.0,20.6,5.5,13.0,0.42,2.0,6.1,0.33,3.4,4.8,0.708,10.8,0.7,1.7,1.0,4.0,5.2,16.4,0.535,0.497,0.472,0.373,26.9,0.14,0.17,16.0,0.022,0.09,0.112,-0.2,2.7,2.5
Kessler Edwards,2021,BKN,44,Pepperdine,SF,80.0,83.25,203,21.86,"Aug 9, 1999",USA,27.0,33.9,6.4,13.1,0.491,1.8,4.7,0.378,3.6,4.1,0.876,7.2,1.3,1.3,1.0,1.9,2.3,18.3,0.606,0.558,0.356,0.314,23.6,0.31,0.67,21.8,0.109,0.061,0.17,4.5,1.0,5.6
Juhann Bégarin,2021,BOS,45,Paris Basketball (France),SG,77.0,,185,18.87,"Aug 7, 2002",France,39.0,26.6,5.8,12.7,0.456,1.9,5.5,0.342,2.4,3.8,0.613,4.7,3.9,0.7,1.8,3.2,2.4,15.8,0.545,0.53,0.432,0.303,22.68,0.81,1.23,13.95,,,,,,
Dalano Banton,2021,TOR,46,Nebraska,PG,81.0,,204,21.61,"Nov 7, 1999",Canada,27.0,27.3,4.4,10.7,0.411,1.0,4.0,0.247,2.8,4.3,0.659,7.8,5.1,1.2,1.3,3.3,2.7,12.6,0.495,0.457,0.37,0.402,21.8,1.32,1.57,16.1,0.033,0.06,0.092,1.6,3.0,4.7
David Johnson,2021,TOR,47,Louisville,PG,76.75,82.5,203,20.31,"Feb 26, 2001",USA,19.0,35.1,4.9,11.8,0.411,1.7,4.5,0.386,1.5,2.2,0.7,5.9,3.2,0.3,1.1,3.3,2.8,13.0,0.504,0.484,0.379,0.183,23.3,0.81,0.98,13.4,0.024,0.06,0.084,1.1,1.9,3.1
